line_idx,template_id,template_text,raw,domain_id
1948,751,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:30.678 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",openstack
1949,760,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 <*> nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] <*> base <*> /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:30.866 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack
1950,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:31.484 25746 INFO nova.osapi_compute.wsgi.server [req-4ce4f8fb-f692-4d80-b150-96bc30db03f0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2672279",openstack
1951,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:31.748 25746 INFO nova.osapi_compute.wsgi.server [req-a72df015-19d7-49db-bbde-5b4163055d4f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2596569",openstack
1952,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:33.015 25746 INFO nova.osapi_compute.wsgi.server [req-2897f349-4f7a-48c5-b3b4-7df386f0436a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2607100",openstack
1953,761,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO <*> <*> - - - - -] <*> <*> <*> <*> <*> <*>,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:33.197 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Started (Lifecycle Event),openstack
1954,761,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO <*> <*> - - - - -] <*> <*> <*> <*> <*> <*>,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:33.266 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Paused (Lifecycle Event),openstack
1955,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:33.277 25746 INFO nova.osapi_compute.wsgi.server [req-bf118dbc-40ea-4813-bddd-8d9dee338ac5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2576840",openstack
1956,792,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:33.392 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] During sync_power_state the instance has a pending task (spawning). Skip.,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:33.392 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] During sync_power_state the instance has a pending task (spawning). Skip.,openstack
1957,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:34.557 25746 INFO nova.osapi_compute.wsgi.server [req-0a83191f-13cf-4f95-a6bc-a55a554c37bf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2735391",openstack
1958,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:34.816 25746 INFO nova.osapi_compute.wsgi.server [req-a19a18d8-b7db-460c-b90a-4fa035362c3b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2555051",openstack
1959,750,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO <*> [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] <*> <*> <*> <*> <*>,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:35.138 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,openstack
1960,751,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:35.139 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",openstack
1961,760,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 <*> nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] <*> base <*> /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:35.319 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack
1962,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:36.247 25746 INFO nova.osapi_compute.wsgi.server [req-e56c8db8-cbdd-4865-a4f9-4a47b276c118 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4260600",openstack
1963,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:36.508 25746 INFO nova.osapi_compute.wsgi.server [req-c632929d-1bf8-43a4-afb7-0f32e2d3cdf3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2570438",openstack
1964,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:37.777 25746 INFO nova.osapi_compute.wsgi.server [req-9568479e-0bb4-4c74-9a16-cf8bc204a371 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2639749",openstack
1965,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:38.046 25746 INFO nova.osapi_compute.wsgi.server [req-b6241790-0b6d-4e98-84ca-36bbeb5e676b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2652829",openstack
1966,753,nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> 25743 INFO nova.api.openstack.compute.server_external_events <*> f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] Creating event <*> for instance <*>,nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:39.044 25743 INFO nova.api.openstack.compute.server_external_events [req-dedb4b73-18c3-428b-8f65-56390838beef f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] Creating event network-vif-plugged:1771f0af-aae8-4b03-97c9-a7bc9c5e4bb7 for instance faf974ea-cba5-4e1b-93f4-3a3bc606006f,openstack
1967,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:39.049 25743 INFO nova.osapi_compute.wsgi.server [req-dedb4b73-18c3-428b-8f65-56390838beef f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0901439",openstack
1968,761,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO <*> <*> - - - - -] <*> <*> <*> <*> <*> <*>,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:39.059 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Resumed (Lifecycle Event),openstack
1969,754,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO nova.virt.libvirt.driver [-] [instance: <*> Instance <*> successfully.,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:39.066 2931 INFO nova.virt.libvirt.driver [-] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Instance spawned successfully.,openstack
1970,792,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO nova.compute.manager <*> <*> <*> - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:39.067 2931 INFO nova.compute.manager [req-3d26bc3d-373c-4269-b095-004aab7a9785 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Took 19.47 seconds to spawn the instance on the hypervisor.,openstack
1971,792,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO nova.compute.manager <*> <*> <*> - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:39.178 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] During sync_power_state the instance has a pending task (spawning). Skip.,openstack
1972,761,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO <*> <*> - - - - -] <*> <*> <*> <*> <*> <*>,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:39.179 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] VM Resumed (Lifecycle Event),openstack
1973,755,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO nova.compute.manager <*> 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: <*> Took <*> seconds to build instance.,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:39.198 2931 INFO nova.compute.manager [req-3d26bc3d-373c-4269-b095-004aab7a9785 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Took 20.22 seconds to build instance.,openstack
1974,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:39.320 25746 INFO nova.osapi_compute.wsgi.server [req-465fd6e6-5eda-4b3f-b35e-5d48f8fa1156 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2692790",openstack
1975,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:39.584 25746 INFO nova.osapi_compute.wsgi.server [req-b4340956-4635-4b87-96a5-fdc4a4bb19fd 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2587440",openstack
1976,750,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO <*> [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] <*> <*> <*> <*> <*>,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:40.141 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,openstack
1977,751,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:40.142 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",openstack
1978,760,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 <*> nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] <*> base <*> /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:40.322 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack
1979,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:40.851 25746 INFO nova.osapi_compute.wsgi.server [req-a06fae15-859f-4608-a340-3185fa888bac 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2621021",openstack
1980,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:41.129 25746 INFO nova.osapi_compute.wsgi.server [req-5daeb01c-10d3-4b9c-bf66-8a5171be5f2b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2753000",openstack
1981,750,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO <*> [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] <*> <*> <*> <*> <*>,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:45.369 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,openstack
1982,751,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:45.370 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",openstack
1983,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:45.452 25777 INFO nova.metadata.wsgi.server [req-a9f11ae2-996a-4e7e-acf5-453f7a2ff027 - - - - -] 10.11.21.143,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2402911",openstack
1984,758,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO nova.metadata.wsgi.server [-] <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:45.462 25777 INFO nova.metadata.wsgi.server [-] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.0009041",openstack
1985,760,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 <*> 2931 <*> nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] <*> base <*> /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:14:45.546 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack
1986,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:45.772 25790 INFO nova.metadata.wsgi.server [req-189e6373-cac8-4dcd-9029-7cb80f2e114c - - - - -] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2292829",openstack
1987,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:45.997 25786 INFO nova.metadata.wsgi.server [req-bab7dcd0-d989-4e78-b6ba-7bd2f7658191 - - - - -] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2143800",openstack
1988,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:46.305 25795 INFO nova.metadata.wsgi.server [req-c58fdf6b-7dad-448e-b06a-da2fd52415fc - - - - -] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2187860",openstack
1989,758,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO nova.metadata.wsgi.server [-] <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:46.317 25795 INFO nova.metadata.wsgi.server [-] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0014119",openstack
1990,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:46.550 25774 INFO nova.metadata.wsgi.server [req-9adf5fbe-d988-4bac-9993-a4141b8fcadb - - - - -] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2221360",openstack
1991,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:46.859 25783 INFO nova.metadata.wsgi.server [req-ba4b4d89-3236-416c-999f-b42782557681 - - - - -] 10.11.21.143,10.11.10.1 ""GET /latest/meta-data/ HTTP/1.1"" status: 200 len: 328 time: 0.2230601",openstack
1992,758,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO nova.metadata.wsgi.server [-] <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:46.951 25795 INFO nova.metadata.wsgi.server [-] 10.11.21.143,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" status: 200 len: 124 time: 0.0010331",openstack
1993,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:47.199 25793 INFO nova.metadata.wsgi.server [req-667e1983-f313-4cac-9f50-5203fb4ac0be - - - - -] 10.11.21.143,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ami HTTP/1.1"" status: 200 len: 119 time: 0.2359550",openstack
1994,758,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO nova.metadata.wsgi.server [-] <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:47.215 25795 INFO nova.metadata.wsgi.server [-] 10.11.21.143,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.0009151",openstack
1995,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 <*> <*> INFO <*> <*> <*> <*> - - -] <*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>","nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:14:47.410 25746 INFO nova.osapi_compute.wsgi.server [req-699eeadf-6db8-44a4-8521-1ab4e8a53b53 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/faf974ea-cba5-4e1b-93f4-3a3bc606006f HTTP/1.1"" status: 204 len: 203 time: 0.2727120",openstack
