line_idx,template_id,raw,normalized_raw,template_text
5431,645,"2025-10-18T10:07:00.686696Z FATAL prod.payment-svc/payment-svc-004 [eu-central-1 node-041] rid=- uid=- tid=5ec3b99e-b3b8-4964-9047-b254f21e2534 - Received request GET /health status=502 latency=1972ms bytes=876930","FATAL prod.payment-svc/payment-svc-004 [eu-central-1 node-041] rid=- uid=- tid=<UUID> - Received request GET /health status=502 latency=1972ms bytes=876930","FATAL <*> <*> <*> rid=- uid=- <*> - Received request GET <*> <*> <*> <*>"
5432,312,"ts=2025-10-18T22:17:20.295113Z level=DEBUG ns=prod svc=kafka-consumer pod=kafka-consumer-004 region=us-east-1 host=node-011 rid=- uid=user-2443 tid=- msg=Payment_processed_orderId=ea87f688-82a6-41d2-ad8c-28604678f077_amount=294.60_currency=USD_gateway=adyen_authCode=4d33dd27-464","ts=2025-10-18T22:<PORT>:<PORT>.295113Z level=DEBUG ns=prod svc=kafka-consumer pod=kafka-consumer-004 region=us-east-1 host=node-011 rid=- uid=user-2443 tid=- msg=Payment_processed_orderId=ea87f688-82a6-41d2-ad8c-28604678f077_amount=294.60_currency=USD_gateway=adyen_authCode=4d33dd27-464","<*> level=DEBUG <*> svc=kafka-consumer <*> region=us-east-1 <*> rid=- <*> tid=- <*>"
5433,144,"ts=2025-10-18T07:14:40.815811Z level=DEBUG ns=prod svc=kafka-consumer pod=kafka-consumer-005 region=eu-central-1 host=node-021 rid=1235454a-261e-4cf9-bc0b-f283cb5ba86b uid=- tid=- msg=GC_cycle_completed_pause=270ms_freed=1917MB","ts=2025-10-18T07:<PORT>:<PORT>.815811Z level=DEBUG ns=prod svc=kafka-consumer pod=kafka-consumer-005 region=eu-central-1 host=node-021 rid=<UUID> uid=- tid=- msg=GC_cycle_completed_pause=270ms_freed=1917MB","<*> <*> ns=prod <*> <*> region=eu-central-1 <*> rid=<UUID> uid=- tid=- <*>"
5434,686,"{""ts"":""2025-10-18T06:22:51.977914Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-004"",""region"":""eu-central-1"",""host"":""node-031"",""request_id"":null,""user_id"":""user-7342"",""trace_id"":null,""message"":""Received request DELETE /api/inventory status=503 latency=2876ms bytes=3935293""}","{""ts"":""2025-10-18T06:<PORT>:<PORT>.977914Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-004"",""region"":""eu-central-1"",""host"":""node-031"",""request_id"":null,""user_id"":""user-7342"",""trace_id"":null,""message"":""Received request DELETE /api/inventory status=503 latency=2876ms bytes=3935293""}","{""ts"":""2025-10-18T06:<PORT>:<PORT>.977914Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-004"",""region"":""eu-central-1"",""host"":""node-031"",""request_id"":null,""user_id"":""user-7342"",""trace_id"":null,""message"":""Received request DELETE /api/inventory status=503 latency=2876ms bytes=3935293""}"
5435,338,"2025-10-18T23:22:08.805026Z INFO prod.kafka-consumer/kafka-consumer-005 [eu-central-1 node-008] rid=5f36118d-3f2e-4615-b733-bac04bf20398 uid=- tid=3e46cc13-ff28-47b5-907c-7da20b2f1de7 - Retrying publish_event attempt=3 backoff=808ms reason=dns_error","INFO prod.kafka-consumer/kafka-consumer-005 [eu-central-1 node-008] rid=<UUID> uid=- tid=<UUID> - Retrying publish_event attempt=3 backoff=808ms reason=dns_error","INFO <*> [eu-central-1 <*> <*> uid=- tid=<UUID> - Retrying <*> <*> <*> <*>"
5436,210,"2025-10-18T14:28:40.127572Z WARN staging.inventory-svc/inventory-svc-004 [us-east-1 node-046] rid=- uid=- tid=e12372e7-3e59-4b4f-ae44-83f331d7308b - CPU usage high: container_cpu=5.14 cores node_load=1.76","WARN staging.inventory-svc/inventory-svc-004 [us-east-1 node-046] rid=- uid=- tid=<UUID> - CPU usage high: container_cpu=5.14 cores node_load=1.76","WARN <*> <*> <*> <*> <*> <*> - CPU usage high: <*> cores <*>"
5437,236,"2025-10-18T19:51:40.033910Z TRACE prod.loki-ingestor/loki-ingestor-005 [eu-central-1 node-020] rid=- uid=user-7053 tid=a5632bf3-e52f-481f-9a98-98ac8c9ce639 - User user-7312 authenticated via oidc ip=139.229.143.151","TRACE prod.loki-ingestor/loki-ingestor-005 [eu-central-1 node-020] rid=- uid=user-7053 tid=<UUID> - User user-7312 authenticated via oidc ip=<IP>","TRACE <*> <*> <*> <*> <*> <*> - User <*> authenticated via <*> ip=<IP>"
5438,687,"2025-10-18T19:36:24.919632Z ERROR dev.loki-ingestor/loki-ingestor-001 [eu-central-1 node-047] rid=- uid=user-8564 tid=- - Failed to connect downstream=inventory-db code=104 timeout=4738ms","ERROR dev.loki-ingestor/loki-ingestor-001 [eu-central-1 node-047] rid=- uid=user-8564 tid=- - Failed to connect downstream=inventory-db code=104 timeout=4738ms","ERROR dev.loki-ingestor/loki-ingestor-001 [eu-central-1 node-047] rid=- uid=user-8564 tid=- - Failed to connect downstream=inventory-db code=104 timeout=4738ms"
5439,23,"2025-10-18T21:39:40.545137Z INFO staging.gateway/gateway-004 [us-west-2 node-027] rid=6c4c4200-4358-4ba8-934e-1f5d60799257 uid=- tid=- - Loki ingested lines=11750 stream=application bytes=9102036","INFO staging.gateway/gateway-004 [us-west-2 node-027] rid=<UUID> uid=- tid=- - Loki ingested lines=11750 stream=application bytes=9102036","INFO <*> [us-west-2 <*> rid=<UUID> uid=- tid=- - <*> <*> <*> <*> <*>"
5440,85,"{""ts"":""2025-10-18T20:00:39.890266Z"",""level"":""INFO"",""service"":""loki-ingestor"",""namespace"":""prod"",""pod"":""loki-ingestor-004"",""region"":""eu-central-1"",""host"":""node-037"",""request_id"":""9adcfe46-7649-4c9c-9634-114202027a0e"",""user_id"":null,""trace_id"":null,""message"":""Started job name=cleanup-temp id=9c5f9be9-1198-4c5b-a2d4-61c45e41bf22 cron=0 2 * * *""}","{""ts"":""2025-10-18T20:<PORT>:<PORT>.890266Z"",""level"":""INFO"",""service"":""loki-ingestor"",""namespace"":""prod"",""pod"":""loki-ingestor-004"",""region"":""eu-central-1"",""host"":""node-037"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Started job name=cleanup-temp id=<UUID> cron=0 2 * * *""}","<*> job <*> id=<UUID> <*> <*> * * *""}"
5441,40,"2025-10-18T13:31:27.984023Z INFO prod.inventory-svc/inventory-svc-003 [us-east-1 node-023] rid=- uid=- tid=ea55fa02-59e2-4965-b147-5ab3ece03b62 - Cache SET key=e763a135 ttl=154s hit=True","INFO prod.inventory-svc/inventory-svc-003 [us-east-1 node-023] rid=- uid=- tid=<UUID> - Cache SET key=e763a135 ttl=154s hit=True","INFO <*> [us-east-1 <*> <*> uid=- <*> - Cache <*> <*> <*> hit=True"
5442,665,"2025-10-18T02:49:10.143081Z ERROR dev.loki-ingestor/loki-ingestor-005 [us-west-2 node-022] rid=eee879cf-bfe0-4b7f-b636-30ec1cfb274b uid=user-9630 tid=- - Cache DEL key=89c50fcf ttl=626s hit=False","ERROR dev.loki-ingestor/loki-ingestor-005 [us-west-2 node-022] rid=<UUID> uid=user-9630 tid=- - Cache DEL key=89c50fcf ttl=626s hit=False","ERROR <*> [us-west-2 <*> <*> <*> tid=- - Cache <*> <*> <*> hit=False"
5443,489,"2025-10-18T11:55:35.850029Z DEBUG dev.gateway/gateway-002 [us-east-1 node-045] rid=db9d6c1d-bc83-465b-a5a5-8a3acad5e251 uid=- tid=- - Drained 3407 messages from queue=q-inventory","DEBUG dev.gateway/gateway-002 [us-east-1 node-045] rid=<UUID> uid=- tid=- - Drained 3407 messages from queue=q-inventory","DEBUG <*> <*> <*> <*> <*> <*> - Drained <*> messages from queue=q-inventory"
5444,160,"2025-10-18T16:59:22.546365Z TRACE staging.order-svc/order-svc-004 [eu-central-1 node-038] rid=- uid=- tid=- - Permission denied for user=user-9337 resource=/orders action=delete","TRACE staging.order-svc/order-svc-004 [eu-central-1 node-038] rid=- uid=- tid=- - Permission denied for user=user-9337 resource=/orders action=delete","TRACE <*> <*> <*> rid=- <*> tid=- - Permission denied for <*> <*> <*>"
5445,133,"2025-10-18T00:44:23.150769Z DEBUG prod.loki-ingestor/loki-ingestor-006 [us-west-2 node-043] rid=- uid=- tid=- - Out of memory risk: rss=5819MB heap=2859MB limit=2728MB","DEBUG prod.loki-ingestor/loki-ingestor-006 [us-west-2 node-043] rid=- uid=- tid=- - Out of memory risk: rss=5819MB heap=2859MB limit=2728MB","DEBUG <*> <*> <*> <*> <*> <*> - Out of memory risk: <*> <*> <*>"
5446,74,"{""ts"":""2025-10-18T10:45:33.559019Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""staging"",""pod"":""order-svc-003"",""region"":""us-west-2"",""host"":""node-041"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Loki ingested lines=78719 stream=application bytes=6592934""}","{""ts"":""2025-10-18T10:<PORT>:<PORT>.559019Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""staging"",""pod"":""order-svc-003"",""region"":""us-west-2"",""host"":""node-041"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Loki ingested lines=78719 stream=application bytes=6592934""}","<*> ingested <*> stream=application <*>"
5447,326,"2025-10-18T12:00:10.229005Z ERROR prod.loki-ingestor/loki-ingestor-003 [us-east-1 node-047] rid=- uid=- tid=- - User user-9297 authenticated via password ip=12.163.242.108","ERROR prod.loki-ingestor/loki-ingestor-003 [us-east-1 node-047] rid=- uid=- tid=- - User user-9297 authenticated via password ip=<IP>","ERROR <*> <*> <*> <*> <*> <*> - User <*> authenticated via <*> ip=<IP>"
5448,95,"2025-10-18T01:30:20.943133Z INFO prod.metrics-collector/metrics-collector-002 [us-west-2 node-044] rid=e31094c4-c498-4b4b-b447-5f0c54aa5cc7 uid=- tid=1d7857a2-2470-4a59-b5a5-e97f067f5e2c - Payment processed orderId=1521729e-0811-4698-b31b-1b735f9c3868 amount=340.61 currency=USD gateway=stripe authCode=866ba91b-669","INFO prod.metrics-collector/metrics-collector-002 [us-west-2 node-044] rid=<UUID> uid=- tid=<UUID> - Payment processed orderId=<UUID> amount=340.61 currency=USD gateway=stripe authCode=866ba91b-669","INFO <*> <*> <*> rid=<UUID> <*> <*> - Payment processed orderId=<UUID> <*> <*> <*> <*>"
5449,688,"ts=2025-10-18T12:21:20.241975Z level=ERROR ns=prod svc=metrics-collector pod=metrics-collector-005 region=us-west-2 host=node-018 rid=- uid=- tid=de64d9ea-e731-4375-aa05-5797dbcf9ea3 msg=Order_state_transition_orderId=52583bfc-302c-4b67-8abc-7ba7ad82896b_from=DELIVERED_to=CANCELLED","ts=2025-10-18T12:<PORT>:<PORT>.241975Z level=ERROR ns=prod svc=metrics-collector pod=metrics-collector-005 region=us-west-2 host=node-018 rid=- uid=- tid=<UUID> msg=Order_state_transition_orderId=52583bfc-302c-4b67-8abc-7ba7ad82896b_from=DELIVERED_to=CANCELLED","ts=2025-10-18T12:<PORT>:<PORT>.241975Z level=ERROR ns=prod svc=metrics-collector pod=metrics-collector-005 region=us-west-2 host=node-018 rid=- uid=- tid=<UUID> msg=Order_state_transition_orderId=52583bfc-302c-4b67-8abc-7ba7ad82896b_from=DELIVERED_to=CANCELLED"
5450,679,"2025-10-18T18:37:15.239564Z INFO prod.inventory-svc/inventory-svc-003 [us-west-2 node-045] rid=- uid=- tid=- - Cache SET key=1a6ddb72 ttl=127s hit=True","INFO prod.inventory-svc/inventory-svc-003 [us-west-2 node-045] rid=- uid=- tid=- - Cache SET key=1a6ddb72 ttl=127s hit=True","INFO <*> <*> <*> rid=- <*> tid=- - Cache SET <*> <*> hit=True"
5451,34,"ts=2025-10-18T18:44:50.033410Z level=ERROR ns=prod svc=loki-ingestor pod=loki-ingestor-007 region=us-west-2 host=node-041 rid=- uid=- tid=- msg=Loki_ingested_lines=84804_stream=stderr_bytes=1549497","ts=2025-10-18T18:<PORT>:<PORT>.033410Z level=ERROR ns=prod svc=loki-ingestor pod=loki-ingestor-007 region=us-west-2 host=node-041 rid=- uid=- tid=- msg=Loki_ingested_lines=84804_stream=stderr_bytes=1549497","<*> <*> ns=prod <*> <*> region=us-west-2 <*> rid=- uid=- tid=- <*>"
5452,107,"2025-10-18T06:39:24.334946Z DEBUG prod.gateway/gateway-006 [us-east-1 node-040] rid=- uid=- tid=- - Drained 21566 messages from queue=q-orders","DEBUG prod.gateway/gateway-006 [us-east-1 node-040] rid=- uid=- tid=- - Drained 21566 messages from queue=q-orders","DEBUG <*> [us-east-1 <*> rid=- uid=- tid=- - <*> <*> <*> <*> <*>"
5453,689,"{""ts"":""2025-10-18T13:04:31.874067Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""staging"",""pod"":""inventory-svc-006"",""region"":""us-west-2"",""host"":""node-018"",""request_id"":""eeffd789-a5b1-4f02-818a-5f8091c50193"",""user_id"":null,""trace_id"":""4922c0b3-d98d-4111-8c9c-baffee13a660"",""message"":""Heartbeat ok uptime=6509s connections=6581""}","{""ts"":""2025-10-18T13:<PORT>:<PORT>.874067Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""staging"",""pod"":""inventory-svc-006"",""region"":""us-west-2"",""host"":""node-018"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Heartbeat ok uptime=6509s connections=6581""}","{""ts"":""2025-10-18T13:<PORT>:<PORT>.874067Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""staging"",""pod"":""inventory-svc-006"",""region"":""us-west-2"",""host"":""node-018"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Heartbeat ok uptime=6509s connections=6581""}"
5454,62,"ts=2025-10-18T13:01:42.515490Z level=INFO ns=prod svc=payment-svc pod=payment-svc-002 region=us-west-2 host=node-012 rid=d82911ca-851b-4cca-85c3-d5da14f1e586 uid=- tid=- msg=GC_cycle_completed_pause=36ms_freed=548MB","ts=2025-10-18T13:<PORT>:<PORT>.515490Z level=INFO ns=prod svc=payment-svc pod=payment-svc-002 region=us-west-2 host=node-012 rid=<UUID> uid=- tid=- msg=GC_cycle_completed_pause=36ms_freed=548MB","<*> level=INFO ns=prod <*> <*> <*> <*> rid=<UUID> uid=- tid=- <*>"
5455,284,"2025-10-18T23:52:15.177393Z ERROR prod.inventory-svc/inventory-svc-004 [us-east-1 node-015] rid=- uid=- tid=- - CPU usage high: container_cpu=3.79 cores node_load=5.13","ERROR prod.inventory-svc/inventory-svc-004 [us-east-1 node-015] rid=- uid=- tid=- - CPU usage high: container_cpu=3.79 cores node_load=5.13","ERROR <*> <*> <*> <*> <*> <*> - CPU usage high: <*> cores <*>"
5456,202,"2025-10-18T20:06:29.741069Z INFO staging.payment-svc/payment-svc-004 [us-east-1 node-041] rid=- uid=- tid=- - Permission denied for user=user-4040 resource=/admin action=read","INFO staging.payment-svc/payment-svc-004 [us-east-1 node-041] rid=- uid=- tid=- - Permission denied for user=user-4040 resource=/admin action=read","INFO <*> <*> <*> <*> <*> tid=- - Permission denied for <*> <*> <*>"
5457,12,"{""ts"":""2025-10-18T11:53:24.699153Z"",""level"":""INFO"",""service"":""inventory-svc"",""namespace"":""staging"",""pod"":""inventory-svc-003"",""region"":""eu-central-1"",""host"":""node-006"",""request_id"":""4d258b27-268e-4b20-acda-396607bd7d52"",""user_id"":null,""trace_id"":""2c30ec04-6273-4d44-a8eb-fc6a10d3fdfb"",""message"":""Kafka poll batchSize=3622 lag=67171 topic=payments""}","{""ts"":""2025-10-18T11:<PORT>:<PORT>.699153Z"",""level"":""INFO"",""service"":""inventory-svc"",""namespace"":""staging"",""pod"":""inventory-svc-003"",""region"":""eu-central-1"",""host"":""node-006"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Kafka poll batchSize=3622 lag=67171 topic=payments""}","<*> poll <*> <*> topic=payments""}"
5458,18,"{""ts"":""2025-10-18T04:39:55.697217Z"",""level"":""DEBUG"",""service"":""auth-svc"",""namespace"":""staging"",""pod"":""auth-svc-006"",""region"":""us-west-2"",""host"":""node-024"",""request_id"":null,""user_id"":null,""trace_id"":""958cf474-5a76-43f0-a546-81e33e6842fa"",""message"":""Order state transition orderId=6be6275b-271f-4edd-8c25-1da59b42d95e from=CREATED to=CANCELLED""}","{""ts"":""2025-10-18T04:<PORT>:<PORT>.697217Z"",""level"":""DEBUG"",""service"":""auth-svc"",""namespace"":""staging"",""pod"":""auth-svc-006"",""region"":""us-west-2"",""host"":""node-024"",""request_id"":null,""user_id"":null,""trace_id"":""<UUID>"",""message"":""Order state transition orderId=<UUID> from=CREATED to=CANCELLED""}","<*> state transition orderId=<UUID> <*> <*>"
5459,7,"{""ts"":""2025-10-18T13:45:52.997663Z"",""level"":""DEBUG"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-006"",""region"":""eu-central-1"",""host"":""node-017"",""request_id"":""722477ef-a992-484f-a4a4-5bdc4cc90a51"",""user_id"":null,""trace_id"":null,""message"":""Completed job id=a72d929c-4a6d-42fe-a654-5b90f13de294 result=PARTIAL duration=3959ms""}","{""ts"":""2025-10-18T13:<PORT>:<PORT>.997663Z"",""level"":""DEBUG"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-006"",""region"":""eu-central-1"",""host"":""node-017"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Completed job id=<UUID> result=PARTIAL duration=3959ms""}","<*> job id=<UUID> <*> <*>"
5460,46,"{""ts"":""2025-10-18T07:29:32.918725Z"",""level"":""TRACE"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-004"",""region"":""us-west-2"",""host"":""node-037"",""request_id"":null,""user_id"":""user-2954"",""trace_id"":null,""message"":""User user-9617 authenticated via oidc ip=223.216.31.200""}","{""ts"":""2025-10-18T07:<PORT>:<PORT>.918725Z"",""level"":""TRACE"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-004"",""region"":""us-west-2"",""host"":""node-037"",""request_id"":null,""user_id"":""user-2954"",""trace_id"":null,""message"":""User user-9617 authenticated via oidc ip=<IP>""}","<*> <*> authenticated via <*> ip=<IP>""}"
5461,107,"2025-10-18T07:27:25.318379Z DEBUG prod.metrics-collector/metrics-collector-003 [us-east-1 node-038] rid=- uid=- tid=- - Retrying db_query attempt=5 backoff=3819ms reason=rate_limited","DEBUG prod.metrics-collector/metrics-collector-003 [us-east-1 node-038] rid=- uid=- tid=- - Retrying db_query attempt=5 backoff=3819ms reason=rate_limited","DEBUG <*> [us-east-1 <*> rid=- uid=- tid=- - <*> <*> <*> <*> <*>"
5462,688,"ts=2025-10-18T00:24:53.784847Z level=INFO ns=dev svc=metrics-collector pod=metrics-collector-005 region=us-west-2 host=node-020 rid=- uid=- tid=6fa11c7e-18ed-4106-97b0-8fb4a0f5000b msg=Order_state_transition_orderId=51fa08f5-9c07-42aa-95a1-78d33beb32fd_from=PACKING_to=PACKING","ts=2025-10-18T00:<PORT>:<PORT>.784847Z level=INFO ns=dev svc=metrics-collector pod=metrics-collector-005 region=us-west-2 host=node-020 rid=- uid=- tid=<UUID> msg=Order_state_transition_orderId=51fa08f5-9c07-42aa-95a1-78d33beb32fd_from=PACKING_to=PACKING","<*> <*> <*> svc=metrics-collector pod=metrics-collector-005 region=us-west-2 <*> rid=- uid=- tid=<UUID> <*>"
5463,690,"{""ts"":""2025-10-18T09:47:52.216714Z"",""level"":""WARN"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-005"",""region"":""us-west-2"",""host"":""node-004"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Heartbeat ok uptime=57624s connections=3228""}","{""ts"":""2025-10-18T09:<PORT>:<PORT>.216714Z"",""level"":""WARN"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-005"",""region"":""us-west-2"",""host"":""node-004"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Heartbeat ok uptime=57624s connections=3228""}","{""ts"":""2025-10-18T09:<PORT>:<PORT>.216714Z"",""level"":""WARN"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-005"",""region"":""us-west-2"",""host"":""node-004"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Heartbeat ok uptime=57624s connections=3228""}"
5464,153,"ts=2025-10-18T03:12:54.565360Z level=WARN ns=prod svc=order-svc pod=order-svc-001 region=us-west-2 host=node-031 rid=- uid=- tid=34248ab7-7da0-4010-98ca-f8b32fdcf93f msg=Trace_4ef8cb3d-d25e-448d-9cc4-01191b393331_span=a3cfde3c_op=read_kafka_duration=2186ms","ts=2025-10-18T03:<PORT>:<PORT>.565360Z level=WARN ns=prod svc=order-svc pod=order-svc-001 region=us-west-2 host=node-031 rid=- uid=- tid=<UUID> msg=Trace_4ef8cb3d-d25e-448d-9cc4-01191b393331_span=a3cfde3c_op=read_kafka_duration=2186ms","<*> <*> ns=prod svc=order-svc <*> <*> <*> rid=- uid=- tid=<UUID> <*>"
5465,342,"2025-10-18T01:34:54.372121Z TRACE staging.loki-ingestor/loki-ingestor-008 [us-west-2 node-002] rid=- uid=- tid=fbad5cdc-3272-4862-92c4-f223482f840e - Inventory reserved sku=SKU-00096 qty=106 orderId=11eaabf1-896c-4cb4-8718-43ebd401915f","TRACE staging.loki-ingestor/loki-ingestor-008 [us-west-2 node-002] rid=- uid=- tid=<UUID> - Inventory reserved sku=SKU-00096 qty=106 orderId=<UUID>","TRACE <*> <*> <*> rid=- <*> <*> - Inventory reserved <*> <*> orderId=<UUID>"
5466,62,"ts=2025-10-18T13:45:46.192285Z level=INFO ns=prod svc=payment-svc pod=payment-svc-004 region=us-east-1 host=node-013 rid=5d327fad-2060-4f4a-b5b2-58b7149b19d8 uid=- tid=- msg=Payment_processed_orderId=31aa1d25-c457-418d-9657-c117c1a36538_amount=427.85_currency=INR_gateway=stripe_authCode=b156bbca-958","ts=2025-10-18T13:<PORT>:<PORT>.192285Z level=INFO ns=prod svc=payment-svc pod=payment-svc-004 region=us-east-1 host=node-013 rid=<UUID> uid=- tid=- msg=Payment_processed_orderId=31aa1d25-c457-418d-9657-c117c1a36538_amount=427.85_currency=INR_gateway=stripe_authCode=b156bbca-958","<*> level=INFO ns=prod <*> <*> <*> <*> rid=<UUID> uid=- tid=- <*>"
5467,335,"2025-10-18T16:11:21.568694Z ERROR prod.auth-svc/auth-svc-005 [eu-central-1 node-031] rid=- uid=user-7883 tid=9f90d5fc-d925-4426-8aba-213473a4908a - GC cycle completed pause=228ms freed=118MB","ERROR prod.auth-svc/auth-svc-005 [eu-central-1 node-031] rid=- uid=user-7883 tid=<UUID> - GC cycle completed pause=228ms freed=118MB","ERROR <*> [eu-central-1 <*> <*> <*> <*> - GC cycle completed <*> <*>"
5468,68,"2025-10-18T09:07:27.388243Z INFO prod.auth-svc/auth-svc-004 [us-west-2 node-005] rid=43bd704a-a797-44cb-9fe3-a348fb90a759 uid=- tid=- - Order state transition orderId=16218693-fa48-480f-864c-f276bb24c00c from=DELIVERED to=DELIVERED","INFO prod.auth-svc/auth-svc-004 [us-west-2 node-005] rid=<UUID> uid=- tid=- - Order state transition orderId=<UUID> from=DELIVERED to=DELIVERED","INFO <*> <*> <*> <*> <*> <*> - Order state transition orderId=<UUID> <*> <*>"
5469,6,"{""ts"":""2025-10-18T15:06:59.681350Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-003"",""region"":""eu-central-1"",""host"":""node-016"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Cache DEL key=36d13841 ttl=1079s hit=False""}","{""ts"":""2025-10-18T15:<PORT>:<PORT>.681350Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-003"",""region"":""eu-central-1"",""host"":""node-016"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Cache DEL key=36d13841 ttl=1079s hit=False""}","<*> DEL <*> <*> hit=False""}"
5470,455,"ts=2025-10-18T23:43:52.500025Z level=INFO ns=staging svc=gateway pod=gateway-002 region=eu-central-1 host=node-030 rid=f09cce98-84ed-49a1-a84b-681ef3011c58 uid=- tid=- msg=Loki_ingested_lines=76471_stream=application_bytes=7547313","ts=2025-10-18T23:<PORT>:<PORT>.500025Z level=INFO ns=staging svc=gateway pod=gateway-002 region=eu-central-1 host=node-030 rid=<UUID> uid=- tid=- msg=Loki_ingested_lines=76471_stream=application_bytes=7547313","<*> level=INFO ns=staging <*> <*> region=eu-central-1 <*> rid=<UUID> uid=- <*> <*>"
5471,599,"2025-10-18T14:16:18.669653Z INFO prod.loki-ingestor/loki-ingestor-004 [us-west-2 node-044] rid=- uid=user-8009 tid=- - Cache SET key=d240b792 ttl=3267s hit=False","INFO prod.loki-ingestor/loki-ingestor-004 [us-west-2 node-044] rid=- uid=user-8009 tid=- - Cache SET key=d240b792 ttl=3267s hit=False","INFO <*> [us-west-2 <*> <*> <*> tid=- - Cache <*> <*> <*> hit=False"
5472,102,"ts=2025-10-18T23:50:09.518350Z level=DEBUG ns=prod svc=metrics-collector pod=metrics-collector-006 region=us-east-1 host=node-011 rid=- uid=- tid=- msg=Order_state_transition_orderId=0a88b04f-153a-4928-8f4d-9ad9e3f34a52_from=DELIVERED_to=CREATED","ts=2025-10-18T23:<PORT>:<PORT>.518350Z level=DEBUG ns=prod svc=metrics-collector pod=metrics-collector-006 region=us-east-1 host=node-011 rid=- uid=- tid=- msg=Order_state_transition_orderId=0a88b04f-153a-4928-8f4d-9ad9e3f34a52_from=DELIVERED_to=CREATED","<*> <*> ns=prod <*> <*> region=us-east-1 <*> rid=- uid=- tid=- <*>"
5473,82,"{""ts"":""2025-10-18T16:34:37.920590Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""staging"",""pod"":""order-svc-007"",""region"":""eu-central-1"",""host"":""node-010"",""request_id"":""711a5f84-3565-44dd-886d-44a292a171f9"",""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=inventory-db code=499 timeout=2074ms""}","{""ts"":""2025-10-18T16:<PORT>:<PORT>.920590Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""staging"",""pod"":""order-svc-007"",""region"":""eu-central-1"",""host"":""node-010"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Failed to connect downstream=inventory-db code=499 timeout=2074ms""}","<*> to connect downstream=inventory-db <*> <*>"
5474,35,"{""ts"":""2025-10-18T21:56:56.745854Z"",""level"":""INFO"",""service"":""auth-svc"",""namespace"":""prod"",""pod"":""auth-svc-007"",""region"":""us-east-1"",""host"":""node-009"",""request_id"":""44a61215-0b19-4fc1-9a1e-6d664558a23a"",""user_id"":null,""trace_id"":null,""message"":""Cache SET key=26e822ec ttl=1352s hit=False""}","{""ts"":""2025-10-18T21:<PORT>:<PORT>.745854Z"",""level"":""INFO"",""service"":""auth-svc"",""namespace"":""prod"",""pod"":""auth-svc-007"",""region"":""us-east-1"",""host"":""node-009"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":null,""message"":""Cache SET key=26e822ec ttl=1352s hit=False""}","<*> SET <*> <*> hit=False""}"
5475,506,"2025-10-18T05:36:25.659933Z INFO prod.loki-ingestor/loki-ingestor-006 [eu-central-1 node-025] rid=- uid=user-2217 tid=- - Cache DEL key=b8385260 ttl=60s hit=False","INFO prod.loki-ingestor/loki-ingestor-006 [eu-central-1 node-025] rid=- uid=user-2217 tid=- - Cache DEL key=b8385260 ttl=60s hit=False","INFO <*> <*> <*> rid=- <*> <*> - Cache DEL <*> <*> hit=False"
