line_idx,template_id,raw,domain_id,category,sub_type,confidence,reasons,label_band
1807,748,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:24.636 2931 INFO nova.virt.libvirt.driver [req-2aa6387d-95fb-4fd7-b1be-f36ebc5c11a6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Deletion of /var/lib/nova/instances/127e769a-4fe6-4548-93b1-513ac51e0452_del complete,openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 7.0 for 748,relevant
1808,790,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:24.760 2931 INFO nova.compute.manager [req-2aa6387d-95fb-4fd7-b1be-f36ebc5c11a6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Took 1.00 seconds to destroy the instance on the hypervisor.,openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1809,756,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:25.175 2931 INFO nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1810,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:25.190 25746 INFO nova.osapi_compute.wsgi.server [req-04afc2da-442d-4a57-ac6e-c0f7a277825c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.1984708",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1811,759,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:25.233 2931 INFO nova.compute.manager [req-2aa6387d-95fb-4fd7-b1be-f36ebc5c11a6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Took 0.47 seconds to deallocate network for instance.,openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 7.0 for 759,relevant
1812,756,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:25.532 2931 INFO nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Total usable vcpus: 16, total allocated vcpus: 0",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1813,757,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:25.533 2931 INFO nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=512MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1814,750,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:25.591 2931 INFO nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1815,760,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:25.620 2931 WARNING nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 11.0 for 760,relevant
1816,760,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:25.621 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 11.0 for 760,relevant
1817,770,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:25.622 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 12.5 for 770,relevant
1818,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:26.290 25746 INFO nova.osapi_compute.wsgi.server [req-5addb7fc-f821-4418-85ee-18d453e4401e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0954659",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1819,762,nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:27.251 25746 INFO nova.api.openstack.wsgi [req-4beefba4-a928-45a5-90f6-6246e77bc2ce f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] HTTP exception thrown: No instances found for any event,openstack,Error,FailureEvent,0.75,error_keyword_hit,relevant
1820,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:27.253 25746 INFO nova.osapi_compute.wsgi.server [req-4beefba4-a928-45a5-90f6-6246e77bc2ce f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0877421",openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 9.0 for 747,relevant
1821,760,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:30.649 2931 WARNING nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 11.0 for 760,relevant
1822,760,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:30.650 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 11.0 for 760,relevant
1823,761,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:30.652 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack,Warning,PerformanceDrift,0.5,value 55.0 > 10.0x median 5.0 for 761,relevant
1824,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:36.797 25746 INFO nova.osapi_compute.wsgi.server [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.4923580",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1825,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:37.004 25746 INFO nova.osapi_compute.wsgi.server [req-dc39a957-533e-48ec-bdbe-e9483f37cb85 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2042511",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1826,763,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:37.116 2931 INFO nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 8.0 for 763,relevant
1827,764,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:37.117 2931 INFO nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Total memory: 64172 MB, used: 512.00 MB",openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 8.0 for 764,relevant
1828,764,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:37.117 2931 INFO nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] memory limit: 96258.00 MB, free: 95746.00 MB",openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 8.0 for 764,relevant
1829,764,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:37.118 2931 INFO nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Total disk: 15 GB, used: 0.00 GB",openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 8.0 for 764,relevant
1830,764,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:37.118 2931 INFO nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] disk limit not specified, defaulting to unlimited",openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 8.0 for 764,relevant
1831,764,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:37.119 2931 INFO nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Total vcpu: 16 VCPU, used: 0.00 VCPU",openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 8.0 for 764,relevant
1832,764,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:37.119 2931 INFO nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] vcpu limit not specified, defaulting to unlimited",openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 8.0 for 764,relevant
1833,752,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:37.154 2931 INFO nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Claim successful,openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1834,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:37.193 25746 INFO nova.osapi_compute.wsgi.server [req-aef59c8e-1f3c-4a10-8c3b-8e73c538f3ed 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1843870",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1835,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:37.397 25746 INFO nova.osapi_compute.wsgi.server [req-d45c30d9-d550-4192-ae3f-9921a31a99e8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/c62f4f25-982c-4ea2-b5e4-93000edfcfbf HTTP/1.1"" status: 200 len: 1708 time: 0.1990912",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1836,752,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:37.725 2931 INFO nova.virt.libvirt.driver [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Creating image,openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 7.918 for 752,relevant
1837,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:38.664 25746 INFO nova.osapi_compute.wsgi.server [req-68b928fe-2e4c-41b1-b891-baef5468e91f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2619801",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1838,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:38.946 25746 INFO nova.osapi_compute.wsgi.server [req-01f26494-f0ef-4145-8d57-e2afa2aebbdf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2775590",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1839,765,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:38.964 2931 INFO nova.compute.manager [-] [instance: 127e769a-4fe6-4548-93b1-513ac51e0452] VM Stopped (Lifecycle Event),openstack,Warning,PerformanceDrift,0.5,value 2017.0 > 10.0x median 6.0 for 765,relevant
1840,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:40.230 25746 INFO nova.osapi_compute.wsgi.server [req-505be128-84cc-4f5a-a280-38720ea84241 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2774730",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1841,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:40.505 25746 INFO nova.osapi_compute.wsgi.server [req-2bef14f0-3254-4098-8d7c-b319eebbd43e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2710969",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1842,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:41.782 25746 INFO nova.osapi_compute.wsgi.server [req-afb01936-1170-4119-9232-5e5ecdaede34 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2718439",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1843,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:42.048 25746 INFO nova.osapi_compute.wsgi.server [req-77753070-ea2f-46c8-8fa6-2a21b015c00f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2621701",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1844,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:43.316 25746 INFO nova.osapi_compute.wsgi.server [req-d30bba94-9266-4848-8388-87de60c4ee51 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2635791",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1845,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:43.578 25746 INFO nova.osapi_compute.wsgi.server [req-4f3253c1-cda0-44a7-b910-a1e816a985fe 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2570450",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1846,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:44.852 25746 INFO nova.osapi_compute.wsgi.server [req-90bee863-254f-4aaa-b399-2a7d15fed576 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2682898",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1847,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:45.134 25746 INFO nova.osapi_compute.wsgi.server [req-e101c9c1-2850-452f-be89-d5c81daba5b8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2776449",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1848,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:46.412 25746 INFO nova.osapi_compute.wsgi.server [req-3f4867ee-5402-4e7f-bf24-41c58b20e80b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2732630",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1849,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:46.676 25746 INFO nova.osapi_compute.wsgi.server [req-6d19b68e-0a24-4e59-8d02-5f3e1ca859f8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2597642",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1850,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:47.944 25746 INFO nova.osapi_compute.wsgi.server [req-b35243f5-f4cf-44c3-8085-9c3e6d636cd4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2634368",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1851,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:48.312 25746 INFO nova.osapi_compute.wsgi.server [req-60ef3ade-e54b-47c2-ae3c-cdf307668e2e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3644130",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1852,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:49.563 25746 INFO nova.osapi_compute.wsgi.server [req-97a94302-7980-4793-9333-2254342e1d40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2462721",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1853,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:49.818 25746 INFO nova.osapi_compute.wsgi.server [req-660ffeaf-e3fe-4f45-a960-2a207e61fcc7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2509589",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1854,750,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:50.258 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1855,751,"nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:50.259 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1856,760,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:50.443 2931 INFO nova.virt.libvirt.imagecache [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1857,761,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:50.667 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] VM Started (Lifecycle Event),openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1858,761,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:50.738 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] VM Paused (Lifecycle Event),openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1859,791,nova-compute.log.1.2017-05-16_13:55:31 2017-05-16 00:13:50.867 2931 INFO nova.compute.manager [req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] During sync_power_state the instance has a pending task (spawning). Skip.,openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1860,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:51.276 25746 INFO nova.osapi_compute.wsgi.server [req-f1f8bad1-1773-49bb-a7b5-782106415c71 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4522619",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1861,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:51.521 25746 INFO nova.osapi_compute.wsgi.server [req-6d61da96-503a-40e2-a90e-6429d34f0c00 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2413731",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1862,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:52.802 25746 INFO nova.osapi_compute.wsgi.server [req-7b894c1d-bfc0-4dca-afed-0b8ca7a93a72 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2758210",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1863,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:53.091 25746 INFO nova.osapi_compute.wsgi.server [req-f334d0f5-b683-4689-a574-ae0a7da19a69 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2840128",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1864,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:54.347 25746 INFO nova.osapi_compute.wsgi.server [req-cfb8d696-c59f-483f-be6a-06c7f011ac6c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2508061",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
1865,747,"nova-api.log.1.2017-05-16_13:53:08 2017-05-16 00:13:54.602 25746 INFO nova.osapi_compute.wsgi.server [req-f5ece0cf-7a39-41b3-84d0-833a63040442 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2500231",openstack,Noise,Heartbeat,0.5,domain_noise_pattern_hit,irrelevant
